CHECKSUM,DATA_FREE,NODEGROUP,CHECK_TIME,TABLE_NAME,TABLE_ROWS,CREATE_TIME,DATA_LENGTH,UPDATE_TIME,INDEX_LENGTH,TABLE_SCHEMA,TABLE_CATALOG,AVG_ROW_LENGTH,PARTITION_NAME,MAX_DATA_LENGTH,TABLESPACE_NAME,PARTITION_METHOD,PARTITION_COMMENT,SUBPARTITION_NAME,SUBPARTITION_METHOD,PARTITION_EXPRESSION,PARTITION_DESCRIPTION,SUBPARTITION_EXPRESSION,PARTITION_ORDINAL_POSITION,SUBPARTITION_ORDINAL_POSITION
NULL,0,<blank>,NULL,events_waits_history,1000,NULL,0,NULL,0,performance_schema,def,0,NULL,NULL,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,events_waits_history_long,10000,NULL,0,NULL,0,performance_schema,def,0,NULL,NULL,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,events_waits_summary_by_host_by_event_name,1000,NULL,0,NULL,0,performance_schema,def,0,NULL,NULL,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,events_waits_summary_by_instance,1000,NULL,0,NULL,0,performance_schema,def,0,NULL,NULL,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,events_waits_summary_by_thread_by_event_name,1000,NULL,0,NULL,0,performance_schema,def,0,NULL,NULL,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,events_waits_summary_by_user_by_event_name,1000,NULL,0,NULL,0,performance_schema,def,0,NULL,NULL,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,events_waits_summary_by_account_by_event_name,1000,NULL,0,NULL,0,performance_schema,def,0,NULL,NULL,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,events_waits_summary_global_by_event_name,1000,NULL,0,NULL,0,performance_schema,def,0,NULL,NULL,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,file_instances,1000,NULL,0,NULL,0,performance_schema,def,0,NULL,NULL,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,file_summary_by_event_name,1000,NULL,0,NULL,0,performance_schema,def,0,NULL,NULL,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,file_summary_by_instance,1000,NULL,0,NULL,0,performance_schema,def,0,NULL,NULL,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,host_cache,1000,NULL,0,NULL,0,performance_schema,def,0,NULL,NULL,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,mutex_instances,1000,NULL,0,NULL,0,performance_schema,def,0,NULL,NULL,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,objects_summary_global_by_type,1000,NULL,0,NULL,0,performance_schema,def,0,NULL,NULL,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,performance_timers,5,NULL,0,NULL,0,performance_schema,def,0,NULL,NULL,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,rwlock_instances,1000,NULL,0,NULL,0,performance_schema,def,0,NULL,NULL,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,setup_actors,0,NULL,0,NULL,0,performance_schema,def,0,NULL,NULL,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,setup_consumers,12,NULL,0,NULL,0,performance_schema,def,0,NULL,NULL,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,setup_instruments,1000,NULL,0,NULL,0,performance_schema,def,0,NULL,NULL,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,setup_objects,0,NULL,0,NULL,0,performance_schema,def,0,NULL,NULL,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,setup_timers,4,NULL,0,NULL,0,performance_schema,def,0,NULL,NULL,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,table_io_waits_summary_by_index_usage,1000,NULL,0,NULL,0,performance_schema,def,0,NULL,NULL,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,table_io_waits_summary_by_table,1000,NULL,0,NULL,0,performance_schema,def,0,NULL,NULL,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,table_lock_waits_summary_by_table,1000,NULL,0,NULL,0,performance_schema,def,0,NULL,NULL,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,threads,1000,NULL,0,NULL,0,performance_schema,def,0,NULL,NULL,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,events_stages_current,1000,NULL,0,NULL,0,performance_schema,def,0,NULL,NULL,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,events_stages_history,1000,NULL,0,NULL,0,performance_schema,def,0,NULL,NULL,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,events_stages_history_long,10000,NULL,0,NULL,0,performance_schema,def,0,NULL,NULL,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,events_stages_summary_by_thread_by_event_name,1000,NULL,0,NULL,0,performance_schema,def,0,NULL,NULL,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,events_stages_summary_by_account_by_event_name,1000,NULL,0,NULL,0,performance_schema,def,0,NULL,NULL,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,events_stages_summary_by_user_by_event_name,1000,NULL,0,NULL,0,performance_schema,def,0,NULL,NULL,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,events_stages_summary_by_host_by_event_name,1000,NULL,0,NULL,0,performance_schema,def,0,NULL,NULL,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,events_stages_summary_global_by_event_name,1000,NULL,0,NULL,0,performance_schema,def,0,NULL,NULL,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,events_statements_current,1000,NULL,0,NULL,0,performance_schema,def,0,NULL,NULL,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,events_statements_history,1000,NULL,0,NULL,0,performance_schema,def,0,NULL,NULL,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,events_statements_history_long,10000,NULL,0,NULL,0,performance_schema,def,0,NULL,NULL,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,events_statements_summary_by_thread_by_event_name,1000,NULL,0,NULL,0,performance_schema,def,0,NULL,NULL,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,events_statements_summary_by_account_by_event_name,1000,NULL,0,NULL,0,performance_schema,def,0,NULL,NULL,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,events_statements_summary_by_user_by_event_name,1000,NULL,0,NULL,0,performance_schema,def,0,NULL,NULL,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,events_statements_summary_by_host_by_event_name,1000,NULL,0,NULL,0,performance_schema,def,0,NULL,NULL,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,events_statements_summary_global_by_event_name,1000,NULL,0,NULL,0,performance_schema,def,0,NULL,NULL,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,events_statements_summary_by_digest,1000,NULL,0,NULL,0,performance_schema,def,0,NULL,NULL,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,users,1000,NULL,0,NULL,0,performance_schema,def,0,NULL,NULL,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,accounts,1000,NULL,0,NULL,0,performance_schema,def,0,NULL,NULL,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,hosts,1000,NULL,0,NULL,0,performance_schema,def,0,NULL,NULL,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,socket_instances,1000,NULL,0,NULL,0,performance_schema,def,0,NULL,NULL,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,socket_summary_by_instance,1000,NULL,0,NULL,0,performance_schema,def,0,NULL,NULL,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,socket_summary_by_event_name,1000,NULL,0,NULL,0,performance_schema,def,0,NULL,NULL,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,session_connect_attrs,1000,NULL,0,NULL,0,performance_schema,def,0,NULL,NULL,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,session_account_connect_attrs,1000,NULL,0,NULL,0,performance_schema,def,0,NULL,NULL,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,innodb_index_stats,13,2020-10-26 15:56:42,16384,2020-11-11 23:18:56,0,mysql,def,1260,NULL,NULL,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,time_zone_leap_second,0,2020-10-26 15:55:28,0,2020-10-26 15:55:28,1024,mysql,def,0,NULL,3659174697238527,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,time_zone_name,0,2020-10-26 15:55:28,0,2020-10-26 15:55:28,1024,mysql,def,0,NULL,55450570411999231,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,816,<blank>,NULL,proc,2,2020-10-26 15:56:42,1948,2020-10-26 15:56:42,4096,mysql,def,566,NULL,281474976710655,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,help_keyword,464,2020-10-26 15:55:28,91408,2020-10-26 15:55:29,16384,mysql,def,197,NULL,55450570411999231,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,time_zone_transition_type,0,2020-10-26 15:55:28,0,2020-10-26 15:55:28,1024,mysql,def,0,NULL,10696049115004927,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,help_relation,1028,2020-10-26 15:55:28,9252,2020-10-26 15:55:29,19456,mysql,def,9,NULL,2533274790395903,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,roles_mapping,0,2020-10-26 15:55:28,0,2020-10-26 15:55:28,4096,mysql,def,0,NULL,186336434582454271,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,innodb_table_stats,4,2020-10-26 15:56:42,16384,2020-11-11 23:18:56,0,mysql,def,4096,NULL,NULL,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,user,6,2020-10-26 15:56:42,476,2020-10-28 11:59:06,4096,mysql,def,79,NULL,281474976710655,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,help_topic,508,2020-10-26 15:55:28,405476,2020-10-26 15:55:29,20480,mysql,def,798,NULL,281474976710655,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,servers,0,2020-10-26 15:55:28,0,2020-10-26 15:55:28,1024,mysql,def,0,NULL,281474976710655,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,time_zone_transition,0,2020-10-26 15:55:28,0,2020-10-26 15:55:28,1024,mysql,def,0,NULL,4785074604081151,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,help_category,39,2020-10-26 15:55:28,1092,2020-10-26 15:55:28,3072,mysql,def,28,NULL,281474976710655,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,column_stats,0,2020-10-26 15:55:28,0,2020-10-26 15:55:28,4096,mysql,def,0,NULL,281474976710655,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,db,2,2020-10-26 15:56:42,1266,2020-10-26 15:56:42,10240,mysql,def,633,NULL,178173660257845247,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,2020-10-26 15:56:42,tables_priv,0,2020-10-26 15:56:42,0,2020-10-26 15:56:42,4096,mysql,def,0,NULL,347621596237660159,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,2020-10-26 15:56:42,procs_priv,0,2020-10-26 15:56:42,0,2020-10-26 15:56:42,4096,mysql,def,0,NULL,347340121260949503,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,2020-10-26 15:56:42,func,0,2020-10-26 15:56:42,0,2020-10-26 15:56:42,1024,mysql,def,0,NULL,162974011515469823,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,slow_log,2,NULL,0,NULL,0,mysql,def,0,NULL,NULL,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,index_stats,0,2020-10-26 15:55:28,0,2020-10-26 15:55:28,4096,mysql,def,0,NULL,281474976710655,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,transaction_registry,0,2020-10-26 15:55:28,16384,NULL,49152,mysql,def,0,NULL,NULL,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,2020-10-26 15:55:28,proxies_priv,2,2020-10-26 15:55:28,2538,2020-10-26 15:55:28,10240,mysql,def,1269,NULL,357191745445822463,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,gtid_slave_pos,0,2020-10-26 15:55:28,16384,NULL,0,mysql,def,0,NULL,NULL,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,general_log,2,NULL,0,NULL,0,mysql,def,0,NULL,NULL,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,table_stats,0,2020-10-26 15:55:28,0,2020-10-26 15:55:28,2048,mysql,def,0,NULL,281474976710655,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,2020-10-26 15:56:42,columns_priv,0,2020-10-26 15:56:42,0,2020-10-26 15:56:42,4096,mysql,def,0,NULL,282037926664077311,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,2020-10-26 15:56:42,plugin,0,2020-10-26 15:56:42,0,2020-10-26 15:56:42,1024,mysql,def,0,NULL,281474976710655,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,event,0,2020-10-26 15:55:28,0,2020-10-26 15:55:28,2048,mysql,def,0,NULL,281474976710655,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,time_zone,0,2020-10-26 15:55:28,0,2020-10-26 15:55:28,1024,mysql,def,0,NULL,1970324836974591,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,2020-10-26 15:56:42,host,0,2020-10-26 15:56:42,0,2020-10-26 15:56:42,2048,mysql,def,0,NULL,110056715893866495,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,tblProducts,8,2020-10-26 19:08:30,16384,NULL,0,oldstore,def,2048,NULL,NULL,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,tblMembers,0,2020-10-26 19:08:30,16384,2020-11-11 22:07:44,0,oldstore,def,0,NULL,NULL,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,0,<blank>,NULL,tblBlogs,21,2020-10-26 19:08:30,16384,2020-11-11 23:18:56,0,oldstore,def,780,NULL,NULL,NULL,NULL,<blank>,NULL,NULL,NULL,NULL,NULL,NULL,NULL

