ENGINE,CHECKSUM,DATA_FREE,VERSION,CHECK_TIME,ROW_FORMAT,TABLE_NAME,TABLE_ROWS,TABLE_TYPE,CREATE_TIME,DATA_LENGTH,UPDATE_TIME,TEMPORARY,INDEX_LENGTH,TABLE_SCHEMA,TABLE_CATALOG,TABLE_COMMENT,AUTO_INCREMENT,AVG_ROW_LENGTH,CREATE_OPTIONS,MAX_DATA_LENGTH,TABLE_COLLATION,MAX_INDEX_LENGTH
PERFORMANCE_SCHEMA,NULL,0,10,NULL,Dynamic,events_waits_history_long,10000,BASE TABLE,NULL,0,NULL,N,0,performance_schema,def,<blank>,NULL,0,<blank>,0,utf8_general_ci,0
PERFORMANCE_SCHEMA,NULL,0,10,NULL,Dynamic,events_waits_summary_by_host_by_event_name,1000,BASE TABLE,NULL,0,NULL,N,0,performance_schema,def,<blank>,NULL,0,<blank>,0,utf8_general_ci,0
PERFORMANCE_SCHEMA,NULL,0,10,NULL,Dynamic,events_waits_summary_by_instance,1000,BASE TABLE,NULL,0,NULL,N,0,performance_schema,def,<blank>,NULL,0,<blank>,0,utf8_general_ci,0
PERFORMANCE_SCHEMA,NULL,0,10,NULL,Dynamic,events_waits_summary_by_thread_by_event_name,1000,BASE TABLE,NULL,0,NULL,N,0,performance_schema,def,<blank>,NULL,0,<blank>,0,utf8_general_ci,0
PERFORMANCE_SCHEMA,NULL,0,10,NULL,Dynamic,events_waits_summary_by_user_by_event_name,1000,BASE TABLE,NULL,0,NULL,N,0,performance_schema,def,<blank>,NULL,0,<blank>,0,utf8_general_ci,0
PERFORMANCE_SCHEMA,NULL,0,10,NULL,Dynamic,events_waits_summary_by_account_by_event_name,1000,BASE TABLE,NULL,0,NULL,N,0,performance_schema,def,<blank>,NULL,0,<blank>,0,utf8_general_ci,0
PERFORMANCE_SCHEMA,NULL,0,10,NULL,Dynamic,events_waits_summary_global_by_event_name,1000,BASE TABLE,NULL,0,NULL,N,0,performance_schema,def,<blank>,NULL,0,<blank>,0,utf8_general_ci,0
PERFORMANCE_SCHEMA,NULL,0,10,NULL,Dynamic,file_instances,1000,BASE TABLE,NULL,0,NULL,N,0,performance_schema,def,<blank>,NULL,0,<blank>,0,utf8_general_ci,0
PERFORMANCE_SCHEMA,NULL,0,10,NULL,Dynamic,file_summary_by_event_name,1000,BASE TABLE,NULL,0,NULL,N,0,performance_schema,def,<blank>,NULL,0,<blank>,0,utf8_general_ci,0
PERFORMANCE_SCHEMA,NULL,0,10,NULL,Dynamic,file_summary_by_instance,1000,BASE TABLE,NULL,0,NULL,N,0,performance_schema,def,<blank>,NULL,0,<blank>,0,utf8_general_ci,0
PERFORMANCE_SCHEMA,NULL,0,10,NULL,Dynamic,host_cache,1000,BASE TABLE,NULL,0,NULL,N,0,performance_schema,def,<blank>,NULL,0,<blank>,0,utf8_general_ci,0
PERFORMANCE_SCHEMA,NULL,0,10,NULL,Dynamic,mutex_instances,1000,BASE TABLE,NULL,0,NULL,N,0,performance_schema,def,<blank>,NULL,0,<blank>,0,utf8_general_ci,0
PERFORMANCE_SCHEMA,NULL,0,10,NULL,Dynamic,objects_summary_global_by_type,1000,BASE TABLE,NULL,0,NULL,N,0,performance_schema,def,<blank>,NULL,0,<blank>,0,utf8_general_ci,0
PERFORMANCE_SCHEMA,NULL,0,10,NULL,Fixed,performance_timers,5,BASE TABLE,NULL,0,NULL,N,0,performance_schema,def,<blank>,NULL,0,<blank>,0,utf8_general_ci,0
PERFORMANCE_SCHEMA,NULL,0,10,NULL,Dynamic,rwlock_instances,1000,BASE TABLE,NULL,0,NULL,N,0,performance_schema,def,<blank>,NULL,0,<blank>,0,utf8_general_ci,0
PERFORMANCE_SCHEMA,NULL,0,10,NULL,Fixed,setup_actors,0,BASE TABLE,NULL,0,NULL,N,0,performance_schema,def,<blank>,NULL,0,<blank>,0,utf8_general_ci,0
PERFORMANCE_SCHEMA,NULL,0,10,NULL,Dynamic,setup_consumers,12,BASE TABLE,NULL,0,NULL,N,0,performance_schema,def,<blank>,NULL,0,<blank>,0,utf8_general_ci,0
PERFORMANCE_SCHEMA,NULL,0,10,NULL,Dynamic,setup_instruments,1000,BASE TABLE,NULL,0,NULL,N,0,performance_schema,def,<blank>,NULL,0,<blank>,0,utf8_general_ci,0
PERFORMANCE_SCHEMA,NULL,0,10,NULL,Dynamic,setup_objects,0,BASE TABLE,NULL,0,NULL,N,0,performance_schema,def,<blank>,NULL,0,<blank>,0,utf8_general_ci,0
PERFORMANCE_SCHEMA,NULL,0,10,NULL,Dynamic,setup_timers,4,BASE TABLE,NULL,0,NULL,N,0,performance_schema,def,<blank>,NULL,0,<blank>,0,utf8_general_ci,0
PERFORMANCE_SCHEMA,NULL,0,10,NULL,Dynamic,table_io_waits_summary_by_index_usage,1000,BASE TABLE,NULL,0,NULL,N,0,performance_schema,def,<blank>,NULL,0,<blank>,0,utf8_general_ci,0
PERFORMANCE_SCHEMA,NULL,0,10,NULL,Dynamic,table_io_waits_summary_by_table,1000,BASE TABLE,NULL,0,NULL,N,0,performance_schema,def,<blank>,NULL,0,<blank>,0,utf8_general_ci,0
PERFORMANCE_SCHEMA,NULL,0,10,NULL,Dynamic,table_lock_waits_summary_by_table,1000,BASE TABLE,NULL,0,NULL,N,0,performance_schema,def,<blank>,NULL,0,<blank>,0,utf8_general_ci,0
PERFORMANCE_SCHEMA,NULL,0,10,NULL,Dynamic,threads,1000,BASE TABLE,NULL,0,NULL,N,0,performance_schema,def,<blank>,NULL,0,<blank>,0,utf8_general_ci,0
PERFORMANCE_SCHEMA,NULL,0,10,NULL,Dynamic,events_stages_current,1000,BASE TABLE,NULL,0,NULL,N,0,performance_schema,def,<blank>,NULL,0,<blank>,0,utf8_general_ci,0
PERFORMANCE_SCHEMA,NULL,0,10,NULL,Dynamic,events_stages_history,1000,BASE TABLE,NULL,0,NULL,N,0,performance_schema,def,<blank>,NULL,0,<blank>,0,utf8_general_ci,0
PERFORMANCE_SCHEMA,NULL,0,10,NULL,Dynamic,events_stages_history_long,10000,BASE TABLE,NULL,0,NULL,N,0,performance_schema,def,<blank>,NULL,0,<blank>,0,utf8_general_ci,0
PERFORMANCE_SCHEMA,NULL,0,10,NULL,Dynamic,events_stages_summary_by_thread_by_event_name,1000,BASE TABLE,NULL,0,NULL,N,0,performance_schema,def,<blank>,NULL,0,<blank>,0,utf8_general_ci,0
PERFORMANCE_SCHEMA,NULL,0,10,NULL,Dynamic,events_stages_summary_by_account_by_event_name,1000,BASE TABLE,NULL,0,NULL,N,0,performance_schema,def,<blank>,NULL,0,<blank>,0,utf8_general_ci,0
PERFORMANCE_SCHEMA,NULL,0,10,NULL,Dynamic,events_stages_summary_by_user_by_event_name,1000,BASE TABLE,NULL,0,NULL,N,0,performance_schema,def,<blank>,NULL,0,<blank>,0,utf8_general_ci,0
PERFORMANCE_SCHEMA,NULL,0,10,NULL,Dynamic,events_stages_summary_by_host_by_event_name,1000,BASE TABLE,NULL,0,NULL,N,0,performance_schema,def,<blank>,NULL,0,<blank>,0,utf8_general_ci,0
PERFORMANCE_SCHEMA,NULL,0,10,NULL,Dynamic,events_stages_summary_global_by_event_name,1000,BASE TABLE,NULL,0,NULL,N,0,performance_schema,def,<blank>,NULL,0,<blank>,0,utf8_general_ci,0
PERFORMANCE_SCHEMA,NULL,0,10,NULL,Dynamic,events_statements_current,1000,BASE TABLE,NULL,0,NULL,N,0,performance_schema,def,<blank>,NULL,0,<blank>,0,utf8_general_ci,0
PERFORMANCE_SCHEMA,NULL,0,10,NULL,Dynamic,events_statements_history,1000,BASE TABLE,NULL,0,NULL,N,0,performance_schema,def,<blank>,NULL,0,<blank>,0,utf8_general_ci,0
PERFORMANCE_SCHEMA,NULL,0,10,NULL,Dynamic,events_statements_history_long,10000,BASE TABLE,NULL,0,NULL,N,0,performance_schema,def,<blank>,NULL,0,<blank>,0,utf8_general_ci,0
PERFORMANCE_SCHEMA,NULL,0,10,NULL,Dynamic,events_statements_summary_by_thread_by_event_name,1000,BASE TABLE,NULL,0,NULL,N,0,performance_schema,def,<blank>,NULL,0,<blank>,0,utf8_general_ci,0
PERFORMANCE_SCHEMA,NULL,0,10,NULL,Dynamic,events_statements_summary_by_account_by_event_name,1000,BASE TABLE,NULL,0,NULL,N,0,performance_schema,def,<blank>,NULL,0,<blank>,0,utf8_general_ci,0
PERFORMANCE_SCHEMA,NULL,0,10,NULL,Dynamic,events_statements_summary_by_user_by_event_name,1000,BASE TABLE,NULL,0,NULL,N,0,performance_schema,def,<blank>,NULL,0,<blank>,0,utf8_general_ci,0
PERFORMANCE_SCHEMA,NULL,0,10,NULL,Dynamic,events_statements_summary_by_host_by_event_name,1000,BASE TABLE,NULL,0,NULL,N,0,performance_schema,def,<blank>,NULL,0,<blank>,0,utf8_general_ci,0
PERFORMANCE_SCHEMA,NULL,0,10,NULL,Dynamic,events_statements_summary_global_by_event_name,1000,BASE TABLE,NULL,0,NULL,N,0,performance_schema,def,<blank>,NULL,0,<blank>,0,utf8_general_ci,0
PERFORMANCE_SCHEMA,NULL,0,10,NULL,Dynamic,events_statements_summary_by_digest,1000,BASE TABLE,NULL,0,NULL,N,0,performance_schema,def,<blank>,NULL,0,<blank>,0,utf8_general_ci,0
PERFORMANCE_SCHEMA,NULL,0,10,NULL,Fixed,users,1000,BASE TABLE,NULL,0,NULL,N,0,performance_schema,def,<blank>,NULL,0,<blank>,0,utf8_general_ci,0
PERFORMANCE_SCHEMA,NULL,0,10,NULL,Fixed,accounts,1000,BASE TABLE,NULL,0,NULL,N,0,performance_schema,def,<blank>,NULL,0,<blank>,0,utf8_general_ci,0
PERFORMANCE_SCHEMA,NULL,0,10,NULL,Fixed,hosts,1000,BASE TABLE,NULL,0,NULL,N,0,performance_schema,def,<blank>,NULL,0,<blank>,0,utf8_general_ci,0
PERFORMANCE_SCHEMA,NULL,0,10,NULL,Dynamic,socket_instances,1000,BASE TABLE,NULL,0,NULL,N,0,performance_schema,def,<blank>,NULL,0,<blank>,0,utf8_general_ci,0
PERFORMANCE_SCHEMA,NULL,0,10,NULL,Dynamic,socket_summary_by_instance,1000,BASE TABLE,NULL,0,NULL,N,0,performance_schema,def,<blank>,NULL,0,<blank>,0,utf8_general_ci,0
PERFORMANCE_SCHEMA,NULL,0,10,NULL,Dynamic,socket_summary_by_event_name,1000,BASE TABLE,NULL,0,NULL,N,0,performance_schema,def,<blank>,NULL,0,<blank>,0,utf8_general_ci,0
PERFORMANCE_SCHEMA,NULL,0,10,NULL,Dynamic,session_connect_attrs,1000,BASE TABLE,NULL,0,NULL,N,0,performance_schema,def,<blank>,NULL,0,<blank>,0,utf8_bin,0
PERFORMANCE_SCHEMA,NULL,0,10,NULL,Dynamic,session_account_connect_attrs,1000,BASE TABLE,NULL,0,NULL,N,0,performance_schema,def,<blank>,NULL,0,<blank>,0,utf8_bin,0
InnoDB,NULL,0,10,NULL,Dynamic,innodb_index_stats,13,BASE TABLE,2020-10-26 15:56:42,16384,2020-11-11 23:18:56,N,0,mysql,def,<blank>,NULL,1260,stats_persistent=0,0,utf8_bin,0
MyISAM,NULL,0,10,NULL,Fixed,time_zone_leap_second,0,BASE TABLE,2020-10-26 15:55:28,0,2020-10-26 15:55:28,N,1024,mysql,def,Leap seconds information for time zones,NULL,0,<blank>,3659174697238527,utf8_general_ci,1125899906841600
MyISAM,NULL,0,10,NULL,Fixed,time_zone_name,0,BASE TABLE,2020-10-26 15:55:28,0,2020-10-26 15:55:28,N,1024,mysql,def,Time zone names,NULL,0,<blank>,55450570411999231,utf8_general_ci,1125899906841600
MyISAM,NULL,816,10,NULL,Dynamic,proc,2,BASE TABLE,2020-10-26 15:56:42,1948,2020-10-26 15:56:42,N,4096,mysql,def,Stored Procedures,NULL,566,<blank>,281474976710655,utf8_general_ci,288230376151710720
MyISAM,NULL,0,10,NULL,Fixed,help_keyword,464,BASE TABLE,2020-10-26 15:55:28,91408,2020-10-26 15:55:29,N,16384,mysql,def,help keywords,NULL,197,<blank>,55450570411999231,utf8_general_ci,1125899906841600
MyISAM,NULL,0,10,NULL,Fixed,time_zone_transition_type,0,BASE TABLE,2020-10-26 15:55:28,0,2020-10-26 15:55:28,N,1024,mysql,def,Time zone transition types,NULL,0,<blank>,10696049115004927,utf8_general_ci,1125899906841600
MyISAM,NULL,0,10,NULL,Fixed,help_relation,1028,BASE TABLE,2020-10-26 15:55:28,9252,2020-10-26 15:55:29,N,19456,mysql,def,keyword-topic relation,NULL,9,<blank>,2533274790395903,utf8_general_ci,1125899906841600
MyISAM,NULL,0,10,NULL,Fixed,roles_mapping,0,BASE TABLE,2020-10-26 15:55:28,0,2020-10-26 15:55:28,N,4096,mysql,def,Granted roles,NULL,0,<blank>,186336434582454271,utf8_bin,1125899906841600
InnoDB,NULL,0,10,NULL,Dynamic,innodb_table_stats,4,BASE TABLE,2020-10-26 15:56:42,16384,2020-11-11 23:18:56,N,0,mysql,def,<blank>,NULL,4096,stats_persistent=0,0,utf8_bin,0
MyISAM,NULL,0,10,NULL,Dynamic,user,6,BASE TABLE,2020-10-26 15:56:42,476,2020-10-28 11:59:06,N,4096,mysql,def,Users and global privileges,NULL,79,<blank>,281474976710655,utf8_bin,288230376151710720
MyISAM,NULL,0,10,NULL,Dynamic,help_topic,508,BASE TABLE,2020-10-26 15:55:28,405476,2020-10-26 15:55:29,N,20480,mysql,def,help topics,NULL,798,<blank>,281474976710655,utf8_general_ci,288230376151710720
MyISAM,NULL,0,10,NULL,Dynamic,servers,0,BASE TABLE,2020-10-26 15:55:28,0,2020-10-26 15:55:28,N,1024,mysql,def,MySQL Foreign Servers table,NULL,0,<blank>,281474976710655,utf8_general_ci,288230376151710720
MyISAM,NULL,0,10,NULL,Fixed,time_zone_transition,0,BASE TABLE,2020-10-26 15:55:28,0,2020-10-26 15:55:28,N,1024,mysql,def,Time zone transitions,NULL,0,<blank>,4785074604081151,utf8_general_ci,1125899906841600
MyISAM,NULL,0,10,NULL,Dynamic,help_category,39,BASE TABLE,2020-10-26 15:55:28,1092,2020-10-26 15:55:28,N,3072,mysql,def,help categories,NULL,28,<blank>,281474976710655,utf8_general_ci,288230376151710720
MyISAM,NULL,0,10,NULL,Dynamic,column_stats,0,BASE TABLE,2020-10-26 15:55:28,0,2020-10-26 15:55:28,N,4096,mysql,def,Statistics on Columns,NULL,0,<blank>,281474976710655,utf8_bin,288230376151710720
MyISAM,NULL,0,10,NULL,Fixed,db,2,BASE TABLE,2020-10-26 15:56:42,1266,2020-10-26 15:56:42,N,10240,mysql,def,Database privileges,NULL,633,<blank>,178173660257845247,utf8_bin,1125899906841600
MyISAM,NULL,0,10,2020-10-26 15:56:42,Fixed,tables_priv,0,BASE TABLE,2020-10-26 15:56:42,0,2020-10-26 15:56:42,N,4096,mysql,def,Table privileges,NULL,0,<blank>,347621596237660159,utf8_bin,1125899906841600
MyISAM,NULL,0,10,2020-10-26 15:56:42,Fixed,procs_priv,0,BASE TABLE,2020-10-26 15:56:42,0,2020-10-26 15:56:42,N,4096,mysql,def,Procedure privileges,NULL,0,<blank>,347340121260949503,utf8_bin,1125899906841600
MyISAM,NULL,0,10,2020-10-26 15:56:42,Fixed,func,0,BASE TABLE,2020-10-26 15:56:42,0,2020-10-26 15:56:42,N,1024,mysql,def,User defined functions,NULL,0,<blank>,162974011515469823,utf8_bin,1125899906841600
CSV,NULL,0,10,NULL,Dynamic,slow_log,2,BASE TABLE,NULL,0,NULL,N,0,mysql,def,Slow log,NULL,0,<blank>,0,utf8_general_ci,0
MyISAM,NULL,0,10,NULL,Dynamic,index_stats,0,BASE TABLE,2020-10-26 15:55:28,0,2020-10-26 15:55:28,N,4096,mysql,def,Statistics on Indexes,NULL,0,<blank>,281474976710655,utf8_bin,288230376151710720
InnoDB,NULL,0,10,NULL,Dynamic,transaction_registry,0,BASE TABLE,2020-10-26 15:55:28,16384,NULL,N,49152,mysql,def,<blank>,NULL,0,stats_persistent=0,0,utf8_bin,0
MyISAM,NULL,0,10,2020-10-26 15:55:28,Fixed,proxies_priv,2,BASE TABLE,2020-10-26 15:55:28,2538,2020-10-26 15:55:28,N,10240,mysql,def,User proxy privileges,NULL,1269,<blank>,357191745445822463,utf8_bin,1125899906841600
InnoDB,NULL,0,10,NULL,Dynamic,gtid_slave_pos,0,BASE TABLE,2020-10-26 15:55:28,16384,NULL,N,0,mysql,def,Replication slave GTID position,NULL,0,<blank>,0,latin1_swedish_ci,0
CSV,NULL,0,10,NULL,Dynamic,general_log,2,BASE TABLE,NULL,0,NULL,N,0,mysql,def,General log,NULL,0,<blank>,0,utf8_general_ci,0
MyISAM,NULL,0,10,NULL,Dynamic,table_stats,0,BASE TABLE,2020-10-26 15:55:28,0,2020-10-26 15:55:28,N,2048,mysql,def,Statistics on Tables,NULL,0,<blank>,281474976710655,utf8_bin,288230376151710720
MyISAM,NULL,0,10,2020-10-26 15:56:42,Fixed,columns_priv,0,BASE TABLE,2020-10-26 15:56:42,0,2020-10-26 15:56:42,N,4096,mysql,def,Column privileges,NULL,0,<blank>,282037926664077311,utf8_bin,1125899906841600
MyISAM,NULL,0,10,2020-10-26 15:56:42,Dynamic,plugin,0,BASE TABLE,2020-10-26 15:56:42,0,2020-10-26 15:56:42,N,1024,mysql,def,MySQL plugins,NULL,0,<blank>,281474976710655,utf8_general_ci,288230376151710720
MyISAM,NULL,0,10,NULL,Dynamic,event,0,BASE TABLE,2020-10-26 15:55:28,0,2020-10-26 15:55:28,N,2048,mysql,def,Events,NULL,0,<blank>,281474976710655,utf8_general_ci,288230376151710720
MyISAM,NULL,0,10,NULL,Fixed,time_zone,0,BASE TABLE,2020-10-26 15:55:28,0,2020-10-26 15:55:28,N,1024,mysql,def,Time zones,1,0,<blank>,1970324836974591,utf8_general_ci,1125899906841600
MyISAM,NULL,0,10,2020-10-26 15:56:42,Fixed,host,0,BASE TABLE,2020-10-26 15:56:42,0,2020-10-26 15:56:42,N,2048,mysql,def,Host privileges;  Merged with database privileges,NULL,0,<blank>,110056715893866495,utf8_bin,1125899906841600
InnoDB,NULL,0,10,NULL,Dynamic,tblProducts,8,BASE TABLE,2020-10-26 19:08:30,16384,NULL,N,0,oldstore,def,<blank>,NULL,2048,<blank>,0,utf8mb4_general_ci,0
InnoDB,NULL,0,10,NULL,Dynamic,tblMembers,0,BASE TABLE,2020-10-26 19:08:30,16384,2020-11-11 22:07:44,N,0,oldstore,def,<blank>,NULL,0,<blank>,0,utf8mb4_general_ci,0
InnoDB,NULL,0,10,NULL,Dynamic,tblBlogs,21,BASE TABLE,2020-10-26 19:08:30,16384,2020-11-11 23:18:56,N,0,oldstore,def,<blank>,NULL,780,<blank>,0,utf8mb4_general_ci,0

